Collecting...
Analyzing...
Found 785 different typed gadgets
Collected gadgets saved in ls64.collected
Verifying...
Found 660 different verified gadgets
Verified gadgets saved in ls64.verified
         44239686 function calls (44001934 primitive calls) in 50.960 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pprint.py:84(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 {posix.WIFSIGNALED}
        1    0.000    0.000    0.000    0.000 arm64.py:15(Arm64OpShift)
        1    0.000    0.000    0.000    0.000 <decorator-gen-319>:1(<module>)
        4    0.000    0.000    0.000    0.000 widgets.py:116(__init__)
        1    0.000    0.000    0.000    0.000 hex.py:27(HexString)
        1    0.000    0.000    0.000    0.000 <decorator-gen-371>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-61>:1(<module>)
        1    0.000    0.000    0.000    0.000 sim_variable.py:22(SimConstantVariable)
        1    0.000    0.000    0.000    0.000 solvers.py:66(SolverVSA)
        1    0.000    0.000    0.000    0.000 Gadget.py:138(ReadMem_Gadget)
        1    0.000    0.000    0.000    0.000 requirements.py:75(Requirement)
        1    0.000    0.000    0.000    0.000 <decorator-gen-94>:1(<module>)
        1    0.000    0.000    0.000    0.000 exception.py:125(PowerIterationFailedConvergence)
        1    0.000    0.000    0.000    0.000 loader.py:31(DataContainer)
        1    0.000    0.000    0.000    0.000 lineprogram.py:71(LineProgram)
        1    0.000    0.000    0.000    0.000 adapters.py:336(SlicingAdapter)
        1    0.000    0.000    0.000    0.000 <decorator-gen-279>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:204(SetuptoolsLegacyVersion)
        1    0.000    0.000    0.000    0.000 calling_conventions.py:1067(SimCCUnknown)
        1    0.000    0.000    0.000    0.000 __init__.py:109(SimSyscallLibrary)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4323(Suppress)
        1    0.000    0.000    0.000    0.000 <decorator-gen-205>:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3913(_NullToken)
        1    0.000    0.000    0.000    0.000 <decorator-gen-1>:1(<module>)
        1    0.000    0.000    0.000    0.000 stat.py:3(stat)
        1    0.000    0.000    0.000    0.000 <decorator-gen-459>:1(<module>)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:490(DiGraphMatcher)
        1    0.000    0.000    0.000    0.000 libvex.py:18(LibVEXLifter)
        1    0.000    0.000    0.000    0.000 <decorator-gen-32>:1(<module>)
        1    0.000    0.000    0.000    0.000 cpp.py:142(Macro)
        1    0.000    0.000    0.000    0.000 <decorator-gen-274>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-97>:1(<module>)
        1    0.000    0.000    0.000    0.000 hashtable.py:3(ELFHashTable)
        1    0.000    0.000    0.000    0.000 sim_type.py:87(SimTypeBottom)
        1    0.000    0.000    0.000    0.000 fancy_getopt.py:476(OptionDummy)
        1    0.000    0.000    0.000    0.000 threading.py:423(_Semaphore)
        1    0.000    0.000    0.000    0.000 <decorator-gen-340>:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1023(_ReqExtras)
        1    0.000    0.000    0.000    0.000 <decorator-gen-158>:1(<module>)
        1    0.000    0.000    0.000    0.000 abctree.py:851(PYPY_ABCTree)
        1    0.000    0.000    0.000    0.000 z3.py:2717(AlgebraicNumRef)
        1    0.000    0.000    0.000    0.000 widgets.py:512(SimpleProgress)
        1    0.000    0.000    0.000    0.000 __init__.py:891(FileHandler)
        1    0.000    0.000    0.000    0.000 shutil.py:45(Error)
        1    0.000    0.000    0.000    0.000 flow_matrix.py:79(FullInverseLaplacian)
        1    0.000    0.000    0.000    0.000 __init__.py:737(exclude_local_folder_imports)
        1    0.000    0.000    0.000    0.000 <decorator-gen-350>:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4181(_ForwardNoRecurse)
        1    0.000    0.000    0.000    0.000 <decorator-gen-377>:1(<module>)
        1    0.000    0.000    0.000    0.000 enum.py:155(EnumMeta)
        1    0.000    0.000    0.000    0.000 <decorator-gen-9>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-462>:1(<module>)
        1    0.000    0.000    0.000    0.000 arm.py:72(R_ARM_PREL31)
        1    0.000    0.000    0.000    0.000 <decorator-gen-404>:1(<module>)
        1    0.000    0.000    0.000    0.000 dfg.py:9(DFG)
        1    0.000    0.000    0.000    0.000 Nop.py:8(Nop)
        1    0.000    0.000    0.000    0.000 strncpy.py:7(strncpy)
        1    0.000    0.000    0.000    0.000 mach_o.py:169(Dylib)
        1    0.000    0.000    0.000    0.000 <decorator-gen-252>:1(<module>)
        2    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 <decorator-gen-8>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-134>:1(<module>)
        1    0.000    0.000    0.000    0.000 coreviews.py:386(FilterMultiAdjacency)
        1    0.000    0.000    0.000    0.000 <decorator-gen-40>:1(<module>)
        1    0.000    0.000    0.000    0.000 fseek.py:9(fseek)
        1    0.000    0.000    0.000    0.000 __init__.py:29(InternalTLSRelocation)
        1    0.000    0.000    0.000    0.000 callframe.py:222(CFIEntry)
        1    0.000    0.000    0.000    0.000 z3.py:9797(ReRef)
        1    0.000    0.000    0.000    0.000 mach_o.py:157(TwoLevelHintsCommand)
        1    0.000    0.000    0.000    0.000 loader.py:27(Type)
        1    0.000    0.000    0.000    0.000 core.py:360(MetaField)
        1    0.000    0.000    0.000    0.000 _base.py:95(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 sections.py:14(Section)
        1    0.000    0.000    0.000    0.000 <decorator-gen-304>:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:24(LargeZipFile)
        1    0.000    0.000    0.000    0.000 <decorator-gen-406>:1(<module>)
        1    0.000    0.000    0.000    0.000 metaelf.py:112(tick)
        1    0.000    0.000    0.000    0.000 reassembler.py:266(NotypeLabel)
        1    0.000    0.000    0.000    0.000 errors.py:73(PreprocessError)
        1    0.000    0.000    0.000    0.000 constants.py:60(SH_FLAGS)
        1    0.000    0.000    0.000    0.000 errors.py:339(SimUnicornError)
        1    0.000    0.000    0.000    0.000 c_ast.py:179(__init__)
        1    0.000    0.000    0.000    0.000 z3.py:8228(FPSortRef)
        1    0.000    0.000    0.000    0.000 __init__.py:169(c_ushort)
        1    0.000    0.000    0.000    0.000 __errno_location.py:7(__errno_location)
        1    0.000    0.000    0.000    0.000 arch_avr.py:3(ArchAVR)
        1    0.000    0.000    0.000    0.000 stmt.py:100(AbiHint)
        1    0.000    0.000    0.000    0.000 ast.py:217(NodeVisitor)
        1    0.000    0.000    0.000    0.000 mach_o.py:294(MachHeaderData)
        1    0.000    0.000    0.000    0.000 plistlib.py:230(PlistWriter)
        1    0.000    0.000    0.000    0.000 argparse.py:805(_StoreAction)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4237(Group)
        1    0.000    0.000    0.000    0.000 errors.py:17(CLEUnknownFormatError)
        1    0.000    0.000    0.000    0.000 __future__.py:74(_Feature)
        1    0.000    0.000    0.000    0.000 plistlib.py:291(_InternalDict)
        1    0.000    0.000    0.000    0.000 arch_prctl.py:6(arch_prctl)
        1    0.000    0.000    0.000    0.000 history.py:514(LambdaIterIter)
        1    0.000    0.000    0.000    0.000 dirty.py:9(SimIRStmt_Dirty)
        1    0.000    0.000    0.000    0.000 <decorator-gen-415>:1(<module>)
        1    0.000    0.000    0.000    0.000 sim_time.py:119(GetTickCount64)
        1    0.000    0.000    0.000    0.000 pytree.py:578(NodePattern)
        1    0.000    0.000    0.000    0.000 <decorator-gen-451>:1(<module>)
        1    0.000    0.000    0.000    0.000 explorer.py:7(Explorer)
        1    0.000    0.000    0.000    0.000 widgets.py:652(FormatCustomText)
        1    0.000    0.000    0.000    0.000 c_ast.py:560(InitList)
        1    0.000    0.000    0.000    0.000 Gadget.py:94(CopyReg_Gadget)
        1    0.000    0.000    0.000    0.000 pefile.py:1249(ExportData)
        1    0.000    0.000    0.000    0.000 core.py:539(RepeatUntil)
        1    0.000    0.000    0.000    0.000 exception.py:95(NetworkXNotImplemented)
        1    0.000    0.000    0.000    0.000 generic.py:59(GenericAbsoluteAddendReloc)
        1    0.000    0.000    0.000    0.000 dynamic.py:164(DynamicSection)
        1    0.000    0.000    0.000    0.000 pe.py:373(ImportDescriptorData)
        1    0.000    0.000    0.000    0.000 arch.py:228(ArchitectureX86_64)
        1    0.000    0.000    0.000    0.000 _tqdm.py:42(TqdmDeprecationWarning)
        1    0.000    0.000    0.000    0.000 error.py:36(RopChainError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-474>:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:1(ClaripyError)
        1    0.000    0.000    0.000    0.000 local_storage.py:56(FlsAlloc)
        1    0.000    0.000    0.000    0.000 llsc.py:10(SimIRStmt_LLSC)
        1    0.000    0.000    0.000    0.000 widgets.py:81(WidthWidgetMixin)
        1    0.000    0.000    0.000    0.000 generic.py:103(MipsLocalReloc)
        1    0.000    0.000    0.000    0.000 synchronize.py:108(Semaphore)
        1    0.000    0.000    0.000    0.000 <decorator-gen-314>:1(<module>)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 aranges.py:23(ARanges)
        1    0.000    0.000    0.000    0.000 <decorator-gen-411>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-126>:1(<module>)
        1    0.000    0.000    0.000    0.000 elf.py:726(MSB_64_RELA)
        1    0.000    0.000    0.000    0.000 c_ast.py:660(StructRef)
        1    0.000    0.000    0.000    0.000 elf.py:149(SHN)
        1    0.000    0.000    0.000    0.000 argparse.py:705(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 __init__.py:991(subscribe)
        1    0.000    0.000    0.000    0.000 <decorator-gen-277>:1(<module>)
        1    0.000    0.000    0.000    0.000 pe.py:159(IMAGE_IMPORT_BY_NAME)
        1    0.000    0.000    0.000    0.000 contextlib.py:132(closing)
        1    0.000    0.000    0.000    0.000 <decorator-gen-135>:1(<module>)
        1    0.000    0.000    0.000    0.000 newlist.py:26(BaseNewList)
        1    0.000    0.000    0.000    0.000 fixes.py:4(FixesPostProcessor)
        1    0.000    0.000    0.000    0.000 exception.py:78(NetworkXNoCycle)
        1    0.000    0.000    0.000    0.000 threading.py:1079(_MainThread)
        1    0.000    0.000    0.000    0.000 six.py:561(Iterator)
        1    0.000    0.000    0.000    0.000 <decorator-gen-77>:1(<module>)
        1    0.000    0.000    0.000    0.000 z3.py:1289(BoolSortRef)
        1    0.000    0.000    0.000    0.000 abbrevtable.py:12(AbbrevTable)
        1    0.000    0.000    0.000    0.000 int2str.py:59(int2str)
        1    0.000    0.000    0.000    0.000 local_storage.py:21(TlsSetValue)
        1    0.000    0.000    0.000    0.000 z3.py:3489(BitVecNumRef)
        1    0.000    0.000    0.000    0.000 callframe.py:373(FDE)
        1    0.000    0.000    0.000    0.000 c_ast.py:768(Union)
        1    0.000    0.000    0.000    0.000 plugin.py:4(KnowledgeBasePlugin)
        1    0.000    0.000    0.000    0.000 <decorator-gen-434>:1(<module>)
        1    0.000    0.000    0.000    0.000 bool.py:18(Bool)
        1    0.000    0.000    0.000    0.000 relocation.py:46(RelocationSection)
        1    0.000    0.000    0.000    0.000 <decorator-gen-246>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-23>:1(<module>)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1210(_IterParseIterator)
        1    0.000    0.000    0.000    0.000 adapters.py:272(ExprAdapter)
        1    0.000    0.000    0.000    0.000 pe.py:178(IMAGE_EXPORT_DIRECTORY)
        1    0.000    0.000    0.000    0.000 vsnprintf.py:7(vsnprintf)
        1    0.000    0.000    0.000    0.000 <decorator-gen-473>:1(<module>)
        1    0.000    0.000    0.000    0.000 quality.py:26(NotAPartition)
        1    0.000    0.000    0.000    0.000 c_ast.py:203(Case)
        1    0.000    0.000    0.000    0.000 elf.py:131(ELFOSABI)
        1    0.000    0.000    0.000    0.000 mach_o.py:141(LcStr)
       10    0.000    0.000    0.000    0.000 arch.py:83(_initCategories)
        1    0.000    0.000    0.000    0.000 exit.py:7(exit)
        1    0.000    0.000    0.000    0.000 decimal.py:183(Clamped)
        1    0.000    0.000    0.000    0.000 GadgetsCollector.py:368(GadgetsCollector)
        1    0.000    0.000    0.000    0.000 z3printer.py:283(FormatObject)
        1    0.000    0.000    0.000    0.000 coreviews.py:109(UnionAtlas)
        1    0.000    0.000    0.000    0.000 z3types.py:77(StatsObj)
        1    0.000    0.000    0.000    0.000 <decorator-gen-206>:1(<module>)
        1    0.000    0.000    0.000    0.000 getrlimit.py:10(getrlimit)
        1    0.000    0.000    0.000    0.000 disassembly.py:473(OperandPiece)
        1    0.000    0.000    0.000    0.000 <decorator-gen-240>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-115>:1(<module>)
        1    0.000    0.000    0.000    0.000 manager.py:961(ErrorRecord)
        1    0.000    0.000    0.000    0.000 markers.py:71(Op)
        1    0.000    0.000    0.000    0.000 __init__.py:608(IResourceProvider)
        1    0.000    0.000    0.000    0.000 op.py:47(SimIRExpr_Unop)
        1    0.000    0.000    0.000    0.000 ttl.py:9(_Link)
        1    0.000    0.000    0.000    0.000 file.py:235(SimDialogue)
        1    0.000    0.000    0.000    0.000 <decorator-gen-281>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-448>:1(<module>)
        1    0.000    0.000    0.000    0.000 yacc.py:1470(GrammarError)
        2    0.000    0.000    0.000    0.000 calendar.py:71(__init__)
        1    0.000    0.000    0.000    0.000 bdb.py:10(BdbQuit)
        1    0.000    0.000    0.000    0.000 <decorator-gen-275>:1(<module>)
        1    0.000    0.000    0.000    0.000 GadgetsVerifier.py:28(ConcretizationChecker)
        1    0.000    0.000    0.000    0.000 fmode.py:7(_get_fmode)
        1    0.000    0.000    0.000    0.000 reportviews.py:827(MultiEdgeDataView)
        1    0.000    0.000    0.000    0.000 reportviews.py:600(OutMultiDegreeView)
        1    0.000    0.000    0.000    0.000 z3types.py:11(Z3Exception)
        1    0.000    0.000    0.000    0.000 <decorator-gen-379>:1(<module>)
        1    0.000    0.000    0.000    0.000 c_ast.py:440(For)
        1    0.000    0.000    0.000    0.000 transmit.py:9(transmit)
        1    0.000    0.000    0.000    0.000 UserHook.py:3(UserHook)
        1    0.000    0.000    0.000    0.000 _compat.py:27(metaclass)
        1    0.000    0.000    0.000    0.000 __init__.py:173(c_long)
        1    0.000    0.000    0.000    0.000 x86_elf_pic_plt.py:14(X86ElfPicPltResolver)
        1    0.000    0.000    0.000    0.000 greedy_coloring_with_interchange.py:49(AdjEntry)
        1    0.000    0.000    0.000    0.000 printer.py:41(PrinterMeta)
        1    0.000    0.000    0.000    0.000 core.py:10(ConstructError)
        1    0.000    0.000    0.000    0.000 fopen.py:26(fopen)
        1    0.000    0.000    0.000    0.000 coreviews.py:283(FilterAtlas)
        1    0.000    0.000    0.000    0.000 <decorator-gen-477>:1(<module>)
        1    0.000    0.000    0.000    0.000 const.py:4(SimIRExpr_Const)
        1    0.000    0.000    0.000    0.000 c_ast.py:276(Continue)
        1    0.000    0.000    0.000    0.000 setvbuf.py:3(setvbuf)
        1    0.000    0.000    0.000    0.000 temporalisomorphvf2.py:78(TimeRespectingGraphMatcher)
        1    0.000    0.000    0.000    0.000 io.py:73(RawIOBase)
        2    0.000    0.000    0.000    0.000 idabin.py:97(is_compatible)
        1    0.000    0.000    0.000    0.000 random.py:807(SystemRandom)
        1    0.000    0.000    0.000    0.000 <decorator-gen-82>:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_object.py:1(BackendObject)
        1    0.000    0.000    0.000    0.000 raw.py:76(RawBinary)
        1    0.000    0.000    0.000    0.000 read.py:7(read)
        1    0.000    0.000    0.000    0.000 cfg_fast.py:464(MemoryData)
        1    0.000    0.000    0.000    0.000 elfcore.py:38(ELFCore)
        1    0.000    0.000    0.000    0.000 riscv.py:27(IMAGE_REL_BASED_RISCV_LOW12I)
        3    0.000    0.000    0.000    0.000 {method 'itervalues' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 base.py:6(FalseMeta)
        1    0.000    0.000    0.000    0.000 z3types.py:49(Literals)
        1    0.000    0.000    0.000    0.000 vecret.py:6(SimIRExpr_VECRET)
        1    0.000    0.000    0.000    0.000 <decorator-gen-42>:1(<module>)
        1    0.000    0.000    0.000    0.000 variable_recovery_fast.py:16(RegAndOffset)
        5    0.000    0.000    0.000    0.000 enum.py:58(__index__)
        1    0.000    0.000    0.000    0.000 elf.py:733(MSB_64_PHDR)
        1    0.000    0.000    0.000    0.000 btm_matcher.py:26(BottomMatcher)
        1    0.000    0.000    0.000    0.000 plyparser.py:12(Coord)
        1    0.000    0.000    0.000    0.000 refactor.py:46(_EveryNode)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4185(TokenConverter)
        1    0.000    0.000    0.000    0.000 {method 'iterkeys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 process.py:101(_CallItem)
        1    0.000    0.000    0.000    0.000 widgets.py:51(FormatWidgetMixin)
        1    0.000    0.000    0.000    0.000 <decorator-gen-17>:1(<module>)
        1    0.000    0.000    0.000    0.000 graphviews.py:227(MultiGraphView)
        1    0.000    0.000    0.000    0.000 arm.py:153(R_ARM_COPY)
        1    0.000    0.000    0.000    0.000 <decorator-gen-27>:1(<module>)
        1    0.000    0.000    0.000    0.000 coreviews.py:355(FilterMultiInner)
        1    0.000    0.000    0.000    0.000 based_atoi.py:52(based_atoi)
        1    0.000    0.000    0.000    0.000 variable_recovery_fast.py:60(ProcessorState)
        1    0.000    0.000    0.000    0.000 <decorator-gen-192>:1(<module>)
        1    0.000    0.000    0.000    0.000 z3.py:5414(FuncInterp)
        1    0.000    0.000    0.000    0.000 model.py:239(FunctionPtrType)
        1    0.000    0.000    0.000    0.000 max.py:3(SimConcretizationStrategyMax)
        1    0.000    0.000    0.000    0.000 z3.py:5306(FuncEntry)
        1    0.000    0.000    0.000    0.000 load.py:7(SimIRExpr_Load)
        1    0.000    0.000    0.000    0.000 <decorator-gen-4>:1(<module>)
        1    0.000    0.000    0.000    0.000 elf.py:227(STV)
        1    0.000    0.000    0.000    0.000 spiller.py:8(SpilledState)
        1    0.000    0.000    0.000    0.000 <decorator-gen-331>:1(<module>)
        2    0.000    0.000    0.000    0.000 dirty.py:141(amd64g_dirtyhelper_OUT)
        1    0.000    0.000    0.000    0.000 __init__.py:74(LazyImporter)
        1    0.000    0.000    0.000    0.000 <decorator-gen-68>:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:342(SimUnicornSymbolic)
        1    0.000    0.000    0.000    0.000 construct_utils.py:12(RepeatUntilExcluding)
        1    0.000    0.000    0.000    0.000 arm.py:177(R_ARM_TLS_TPOFF32)
        1    0.000    0.000    0.000    0.000 c_ast.py:130(ArrayDecl)
        1    0.000    0.000    0.000    0.000 _dl_initial_error_catch_tsd.py:3(_dl_initial_error_catch_tsd)
        1    0.000    0.000    0.000    0.000 <decorator-gen-353>:1(<module>)
        1    0.000    0.000    0.000    0.000 block.py:187(CapstoneBlock)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4342(postParse)
        1    0.000    0.000    0.000    0.000 <decorator-gen-84>:1(<module>)
        1    0.000    0.000    0.000    0.000 history.py:502(LambdaAttrIter)
        2    0.000    0.000    0.000    0.000 service.py:822(allGadgets)
        1    0.000    0.000    0.000    0.000 calendar.py:489(TimeEncoding)
        1    0.000    0.000    0.000    0.000 lex.py:558(LexerReflect)
        1    0.000    0.000    0.000    0.000 <decorator-gen-37>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-407>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-317>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-333>:1(<module>)
        1    0.000    0.000    0.000    0.000 arm64.py:8(Arm64OpMem)
        2    0.000    0.000    0.000    0.000 close.py:7(close)
        1    0.000    0.000    0.000    0.000 errors.py:21(BoundaryError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-384>:1(<module>)
        1    0.000    0.000    0.000    0.000 const.py:226(V128)
        1    0.000    0.000    0.000    0.000 c_ast.py:234(Compound)
        1    0.000    0.000    0.000    0.000 __init__.py:186(c_int)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3119(LineEnd)
        1    0.000    0.000    0.000    0.000 disassembly.py:550(FuncComment)
        1    0.000    0.000    0.000    0.000 <decorator-gen-439>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-343>:1(<module>)
        1    0.000    0.000    0.000    0.000 pytree.py:448(BasePattern)
        1    0.000    0.000    0.000    0.000 <decorator-gen-180>:1(<module>)
        1    0.000    0.000    0.000    0.000 history.py:496(HistoryIter)
        1    0.000    0.000    0.000    0.000 stmt.py:156(PutI)
        1    0.000    0.000    0.000    0.000 free.py:11(free)
        1    0.000    0.000    0.000    0.000 unicorn.py:226(uc_arm64_neon128)
        1    0.000    0.000    0.000    0.000 errors.py:22(AngrInvalidArgumentError)
        1    0.000    0.000    0.000    0.000 func.py:2(TestData)
        1    0.000    0.000    0.000    0.000 callee_cleanup_finder.py:7(CalleeCleanupFinder)
        1    0.000    0.000    0.000    0.000 <decorator-gen-447>:1(<module>)
        1    0.000    0.000    0.000    0.000 receive.py:6(receive)
        1    0.000    0.000    0.000    0.000 <decorator-gen-108>:1(<module>)
        1    0.000    0.000    0.000    0.000 contextlib.py:9(GeneratorContextManager)
        1    0.000    0.000    0.000    0.000 core.py:12(FieldError)
        1    0.000    0.000    0.000    0.000 random.py:6(random)
        1    0.000    0.000    0.000    0.000 loader.py:173(loaded)
        1    0.000    0.000    0.000    0.000 <decorator-gen-241>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-440>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-437>:1(<module>)
        1    0.000    0.000    0.000    0.000 pcc64.py:10(R_PPC64_JMP_SLOT)
        1    0.000    0.000    0.000    0.000 <decorator-gen-184>:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:1(AngrError)
        1    0.000    0.000    0.000    0.000 pefile.py:720(PEFormatError)
        1    0.000    0.000    0.000    0.000 core.py:322(FormatField)
        1    0.000    0.000    0.000    0.000 <decorator-gen-57>:1(<module>)
        1    0.000    0.000    0.000    0.000 i386.py:28(R_386_TLS_DTPMOD32)
        1    0.000    0.000    0.000    0.000 elf.py:440(LSB_32_SYM)
        1    0.000    0.000    0.000    0.000 lex.py:57(LexError)
        1    0.000    0.000    0.000    0.000 xcore.py:8(XcoreOpMem)
        1    0.000    0.000    0.000    0.000 <decorator-gen-431>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-315>:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:467(XmlListener)
        1    0.000    0.000    0.000    0.000 zipfile.py:20(BadZipfile)
        1    0.000    0.000    0.000    0.000 looplimiter.py:3(LoopLimiter)
        1    0.000    0.000    0.000    0.000 binding.py:105(BindingHelper)
        1    0.000    0.000    0.000    0.000 errors.py:360(SimSegfaultException)
        1    0.000    0.000    0.000    0.000 bind.py:9(bind)
        1    0.000    0.000    0.000    0.000 adapters.py:358(IndexingAdapter)
        1    0.000    0.000    0.000    0.000 heaps.py:25(_Item)
        1    0.000    0.000    0.000    0.000 elf.py:657(LSB_64_DYN)
        1    0.000    0.000    0.000    0.000 i386.py:13(R_386_COPY)
        1    0.000    0.000    0.000    0.000 <decorator-gen-164>:1(<module>)
        1    0.000    0.000    0.000    0.000 tmpnam.py:8(tmpnam)
        1    0.000    0.000    0.000    0.000 GetCurrentThreadId.py:3(GetCurrentThreadId)
        1    0.000    0.000    0.000    0.000 uname.py:3(uname)
        1    0.000    0.000    0.000    0.000 adapters.py:219(CStringAdapter)
        1    0.000    0.000    0.000    0.000 threading.py:1088(_set_daemon)
        1    0.000    0.000    0.000    0.000 fgets.py:10(fgets)
        1    0.000    0.000    0.000    0.000 <string>:112(PIProxy)
        1    0.000    0.000    0.000    0.000 variable_manager.py:23(LiveVariables)
        1    0.000    0.000    0.000    0.000 expr.py:544(Const)
        1    0.000    0.000    0.000    0.000 fwrite.py:9(fwrite)
        1    0.000    0.000    0.000    0.000 region.py:92(Segment)
        1    0.000    0.000    0.000    0.000 __init__.py:177(c_ulong)
        1    0.000    0.000    0.000    0.000 sim_type.py:610(SimTypeDouble)
        1    0.000    0.000    0.000    0.000 <decorator-gen-449>:1(<module>)
        1    0.000    0.000    0.000    0.000 malloc.py:11(malloc)
        1    0.000    0.000    0.000    0.000 arch.py:26(Endness)
        1    0.000    0.000    0.000    0.000 <decorator-gen-362>:1(<module>)
        1    0.000    0.000    0.000    0.000 callframe.py:399(CFARule)
        2    0.000    0.000    0.000    0.000 atoi.py:8(atoi)
        1    0.000    0.000    0.000    0.000 generic.py:95(GenericCopyReloc)
        1    0.000    0.000    0.000    0.000 adapters.py:131(StringAdapter)
        1    0.000    0.000    0.000    0.000 yacc.py:127(NullLogger)
        1    0.000    0.000    0.000    0.000 <decorator-gen-303>:1(<module>)
        1    0.000    0.000    0.000    0.000 sscanf.py:9(sscanf)
        1    0.000    0.000    0.000    0.000 <decorator-gen-376>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-446>:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:13(DistutilsError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-215>:1(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:59(Variable)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3921(Optional)
        1    0.000    0.000    0.000    0.000 <decorator-gen-450>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-345>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-153>:1(<module>)
        1    0.000    0.000    0.000    0.000 gnuversions.py:54(GNUVersionSection)
        1    0.000    0.000    0.000    0.000 elf.py:744(MSB_64_DYN)
        1    0.000    0.000    0.000    0.000 <decorator-gen-48>:1(<module>)
        1    0.000    0.000    0.000    0.000 uc_manager.py:8(SimUCManager)
        1    0.000    0.000    0.000    0.000 {method 'fileno' of 'file' objects}
        1    0.000    0.000    0.000    0.000 numbers.py:13(Number)
        1    0.000    0.000    0.000    0.000 graphviews.py:150(MultiReverseView)
        1    0.000    0.000    0.000    0.000 pickle.py:69(UnpicklingError)
        1    0.000    0.000    0.000    0.000 exception.py:115(ExceededMaxIterations)
        1    0.000    0.000    0.000    0.000 identify.py:20(FuncInfo)
        1    0.000    0.000    0.000    0.000 codenode.py:55(BlockNode)
        1    0.000    0.000    0.000    0.000 <decorator-gen-25>:1(<module>)
        1    0.000    0.000    0.000    0.000 fdwait.py:6(fdwait)
        1    0.000    0.000    0.000    0.000 <decorator-gen-289>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-357>:1(<module>)
        1    0.000    0.000    0.000    0.000 vf2userfunc.py:77(GraphMatcher)
        1    0.000    0.000    0.000    0.000 mips.py:14(MipsOpValue)
        2    0.000    0.000    0.000    0.000 loader.py:468(_is_linux_loader_name)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2323(Token)
        1    0.000    0.000    0.000    0.000 <decorator-gen-250>:1(<module>)
        1    0.000    0.000    0.000    0.000 sprintf.py:11(sprintf)
        1    0.000    0.000    0.000    0.000 stmt.py:191(WrTmp)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4349(OnlyOnce)
        1    0.000    0.000    0.000    0.000 _base.py:140(_AcquireFutures)
